,political instability,geopolitical factors,currency fluctuations,investment demand,supply and demand,industrial demand,natural disasters,date
10444,-0.8420501858266736,-0.7888800929186346,-1.1996628376329854,-1.2640863355420873,-1.306317105103157,-1.299819649482732,-0.7994590092374375,2020-01-12
10445,0.5689694599590046,0.4177565824472102,-0.23099027663648292,-0.3110435196805523,-0.4076916626535372,-0.2706737649414973,0.7234745822835124,2019-12-19
10446,1.672511217047386,1.532702376337175,2.717983237570301,2.315574708312258,2.35146358062083,2.062432552767029,1.441307454486456,2019-12-21
10447,-0.25780330890595127,-0.2835879723886812,-0.18077252964871585,0.048100164940506444,0.3049663858535916,0.28536738337191675,-0.34711959847058,2020-01-14
10448,-1.0817384000745702,-0.9718713683719887,-1.0464154304318096,-0.8812484146985861,-0.8193373294104545,-0.7660953879231891,-0.7862326793028862,2020-01-15
10449,1.235568456246654,1.0341352945973596,-0.02144733574376226,-0.15863173757448987,-0.24478469787367577,-0.1071981146627526,0.8672772641233654,2019-12-30
10450,-1.0530442798128306,-1.0523164226839619,-1.082571685635679,-1.052905634461547,-1.1378199700862617,-1.1291947518736989,-0.863009630898868,2019-12-28
10451,-0.6443781195843181,-0.5435269602554316,-0.6576401117842714,-0.48418585353593696,-0.4716703143601084,-0.381946075445324,-0.5650806012223424,2020-02-28
10452,-0.7507254394309543,-0.8203184693675991,-0.6118888681037832,-0.5474871699850908,-0.6873203695804023,-0.7068118544639984,-0.7484443583146863,2019-12-17
10453,-1.209297888185133,-1.2039470212690788,-0.97461359608666,-0.982156888555194,-0.9846645098369672,-1.028884568907103,-1.0843460362186268,2020-02-19
10454,0.07859706406120853,-0.1094621351925957,0.9383791296608902,1.3897510481727557,1.3000245946447266,1.1854547843531658,-0.9556554562883849,2019-12-12
10455,1.1477669812985412,1.2221745625391316,1.1729050625646777,1.2628794760272513,1.546104847469827,1.4820770340784175,0.604644164171546,2020-02-13
10456,2.0718402734930406,2.012352260388348,2.9965395317260355,2.447394770333414,2.5981065030192,2.3435622699623435,1.985408470843206,2020-01-12
10457,0.1501972911541988,-0.06296468088745924,0.9409852038956438,1.2954265493519352,1.2013266581723998,1.1153744029462236,-0.7882309905233261,2019-12-19
10458,-0.823872396416891,-0.8609932523344865,-0.7821940603040722,-0.6989227295252443,-0.4582271854681058,-0.5634562108271499,-0.7406924410608657,2019-12-21
10459,1.0895643224685514,0.8951637704174955,1.2048040063896397,1.4078131331753128,1.1188493599470892,1.2349988002450425,0.5276252060222182,2020-01-14
10460,-1.0740632221015045,-1.0412736402995362,-0.7789451653516953,-0.8231361557964093,-0.8107721182174381,-0.8852473091699247,-0.9890962096071901,2020-01-15
10461,-0.8449847962343072,-0.7446528204087741,-0.8603640174975644,-0.6885732582688949,-0.6848943637592492,-0.596364854283138,-0.7293876677158627,2019-12-30
10462,1.1710162788895826,1.2816786892807897,0.9399284586426424,0.9542914161691662,1.1239243937936998,1.2250202225409397,1.5654579161763684,2019-12-28
10463,-0.8892544764816386,-0.7824176514446702,-0.7278632396035204,-0.9079332674811796,-0.6664621277215712,-0.7493879787348038,-0.5083471165929675,2020-02-28
10464,0.5959308097941677,0.8376304689096569,0.2715104648266495,0.3570425175471058,0.39115443623709717,0.5146275338111453,0.7837244266026209,2019-12-17
10465,0.4850487339717971,0.5092285336976523,1.1760498809264102,1.47993410302018,0.9747591982227508,0.8124697540673543,-0.12705231261272826,2020-02-19
10466,-0.8217701789225268,-0.6473771803340191,-0.9757322252616564,-0.9105165169422621,-0.8788019359407447,-0.8187767164636442,-0.7342179719035681,2019-12-12
10467,1.5932666465585454,1.8420205291405691,1.5108382249744159,1.474516271266836,1.4994335768647424,1.601151015987478,1.2747875300923024,2020-02-13
10468,-1.1233900880947818,-1.0874058024286237,-1.134761073689878,-0.9705742474213237,-1.1137036379621068,-1.036298467769266,-0.7955988719259722,2020-01-12
10469,-1.1865906790667438,-1.1595539628818654,-0.923490713070626,-0.9401325777668603,-0.9387814501232067,-1.077001293509095,-1.2451403865917563,2019-12-19
10470,1.4433188076693386,1.7793507025049977,0.5525484371525758,0.19391467999022624,0.160725306786669,0.3632692709710323,0.8818825767738255,2019-12-21
10471,-0.17886493772844822,-0.26675553103133165,0.6646431032674999,1.1751381671298176,1.14096072124949,1.0285744231835492,-1.1180483136550337,2020-02-26
10472,-0.2142690895152685,-0.42546577542002156,0.45339294827894744,0.7855899060443062,0.6791067952273814,0.6075003288984917,-1.0129167011909277,2020-01-15
10473,-0.8923267624878525,-0.8808159786867049,-0.46335137559205514,-0.17096858952154717,-0.1725216873882122,-0.25543670321816025,-1.1452100647950436,2019-12-30
10474,-0.5621149776999192,-0.5609457412045157,-0.5224545075735877,-0.448842945025009,-0.5471018212281176,-0.5407764666328136,-0.33634652390421166,2019-12-28
10475,-1.0065541674045837,-0.9008239930852586,-0.8643892258732758,-1.03748418917714,-0.8007517867861984,-0.8796878637105434,-0.6017967295971293,2020-02-28
10476,-1.093657909981313,-0.9736803646976712,-1.167247511288478,-0.9557889136978309,-1.072620035476948,-1.052577190094715,-1.0935550230816586,2019-12-17
10477,-0.1423270851911461,-0.11157773622804937,-0.316078080200208,-0.301184416480568,-0.3484656554005416,-0.24722096266823662,0.060770272032153703,2020-02-19
10478,1.593741842989285,1.9494060728251843,0.8247725419091679,0.48749317576327467,0.48648079212494216,0.6736309589388733,1.1413669791570882,2019-12-12
10479,0.7075042910401533,0.8745479817741546,0.7684100579867343,0.9355300936995928,0.7324326317265913,0.8079068021321711,0.15635362751869056,2020-02-13
10480,-0.8843300502765667,-0.8328349330670805,-0.9333321857699577,-0.9540432228391189,-0.9897943175368105,-0.9681906519369435,-0.8194562265713478,2020-01-12
10481,-0.7372005399369833,-0.7915193743636214,-1.1410591003072255,-1.081351616591324,-1.1127392789258486,-1.100384872479053,-0.8448422487205111,2019-12-19
10482,-0.9756439332241648,-1.0743805767075607,-0.7364175351687932,-0.962270218847501,-0.9004679171349632,-1.0330060004583503,-0.5062423996274484,2019-12-21
10483,-0.7203481463293621,-0.6934158496116681,-0.16904021243464018,-0.5810878360648035,-0.30676698135691893,-0.5799743623082585,-0.7300966765971278,2020-02-26
10484,-0.5743260161319229,-0.5810526506210297,0.025136270578936745,0.35483285501237105,0.36826311655949806,0.2727001835316125,-1.0562988612571482,2020-01-15
