,political instability,geopolitical factors,currency fluctuations,investment demand,supply demand,industrial demand,natural disasters,date
144,0.7151406,0.656327,0.54370695,0.5823026,0.62514323,0.61301106,0.9999999,2019-11-24
145,0.7538444,0.71761173,0.62455684,0.611884,0.67053705,0.66026914,1.0,2020-03-15
146,0.7499114,0.69802916,0.6004158,0.5949952,0.6477288,0.6435642,1.0,2020-03-14
147,0.74469066,0.6883534,0.5701424,0.5765264,0.6236703,0.62512684,0.9999999,2019-11-23
148,0.7815552,0.73967093,0.6496001,0.64315426,0.6858902,0.67279905,1.0,2020-02-15
149,0.74737155,0.69524,0.60020846,0.6254815,0.66053414,0.6476817,1.0000001,2020-03-13
150,0.7491722,0.7094422,0.60348314,0.6036921,0.6532421,0.65146387,1.0,2020-02-21
151,0.7539864,0.7094542,0.5991759,0.6052941,0.65213585,0.649582,1.0000001,2020-01-19
152,0.7339451,0.68964535,0.5889497,0.62658733,0.66616267,0.6394974,1.0,2020-02-10
153,0.7262658,0.68429756,0.58397496,0.61963075,0.6504766,0.63503075,0.99999994,2019-11-26
154,0.7593793,0.7141523,0.63110125,0.65382487,0.6972915,0.683666,1.0,2020-03-12
155,0.71699476,0.6675457,0.586637,0.600536,0.6300058,0.6070235,1.0,2019-11-25
156,0.75607467,0.70366275,0.57844865,0.5898541,0.6372447,0.62988466,1.0000001,2019-11-24
157,0.759521,0.7213377,0.60371596,0.61383766,0.67117345,0.6561593,0.9999999,2020-03-15
158,0.7480736,0.7051591,0.6010316,0.5916701,0.6380445,0.6293957,1.0,2020-03-14
159,0.73727715,0.68267035,0.5852093,0.57896763,0.6184583,0.6172867,0.9999999,2019-11-23
160,0.7443025,0.70175254,0.5953233,0.63757527,0.6768528,0.6754004,1.0,2020-02-15
161,0.7401127,0.69506204,0.5995095,0.61012423,0.6482857,0.64638066,1.0000002,2020-03-13
162,0.7410862,0.71897787,0.5840721,0.59555185,0.65404713,0.6622466,0.9999999,2020-02-21
163,0.7590151,0.71219325,0.5972388,0.5937422,0.6458024,0.6374384,1.0,2020-01-19
164,0.75527006,0.7080225,0.5887511,0.58657944,0.63479316,0.6352563,1.0,2020-02-10
165,0.74013233,0.7156291,0.6202228,0.61045086,0.6628001,0.68857056,0.9999998,2019-11-26
166,0.7244757,0.6738732,0.57245857,0.57366586,0.61889887,0.59893537,0.99999994,2020-03-12
167,0.76733506,0.7302675,0.650526,0.65940964,0.7041259,0.69102705,0.99999994,2019-11-25
168,0.7674152,0.7160333,0.63824767,0.6348207,0.6842039,0.6768989,1.0,2019-11-24
169,0.7472943,0.71602046,0.59155834,0.59984183,0.64181006,0.64594877,1.0000001,2020-03-15
170,0.7399759,0.7076649,0.5776795,0.57788,0.6258894,0.6256205,1.0,2020-03-14
171,0.7316262,0.69212663,0.55474067,0.57223344,0.6193721,0.61687493,1.0,2019-11-23
172,0.73448765,0.6793149,0.54457617,0.55599487,0.60773873,0.60072273,0.9999999,2020-02-15
173,0.71311367,0.6680937,0.576508,0.57757294,0.63020515,0.6111154,1.0000002,2020-03-13
174,0.74796414,0.7056011,0.605716,0.6603123,0.67053866,0.6553469,1.0,2020-02-21
175,0.758011,0.7175799,0.62992454,0.6204292,0.67627597,0.6752049,1.0000002,2020-01-19
176,0.7626803,0.7179512,0.6151179,0.6402579,0.68144417,0.6649146,0.9999998,2020-02-10
177,0.7363016,0.69809306,0.58275986,0.62324214,0.6610793,0.63562894,1.0000001,2019-11-26
178,0.74260783,0.69999456,0.5978349,0.5786057,0.6279817,0.63598263,1.0,2020-03-12
179,0.7531265,0.7065565,0.6141841,0.63281524,0.67539763,0.6845021,1.0,2019-11-25
180,0.7551987,0.7170127,0.5912369,0.6149057,0.65847373,0.6637974,1.0000002,2019-11-24
181,0.7756277,0.735569,0.62077695,0.6160325,0.6615249,0.65903604,1.0,2020-03-15
182,0.75929135,0.712589,0.6024736,0.6241596,0.6754886,0.6747105,1.0000001,2020-03-14
183,0.7465327,0.6970959,0.59530574,0.6183604,0.64780116,0.63484323,1.0,2019-11-23
184,0.75535536,0.71412283,0.59816146,0.6102844,0.64794505,0.6473078,1.0000002,2020-02-15
185,0.77870107,0.7414936,0.63213587,0.6282231,0.6762166,0.6795074,0.9999998,2020-03-13
186,0.7487308,0.6918892,0.58560103,0.5688363,0.6030636,0.5955961,0.9999999,2020-02-21
187,0.73104024,0.6859534,0.5774913,0.6006891,0.65134287,0.6263561,0.99999994,2020-01-19
188,0.7700222,0.7264258,0.639436,0.61915356,0.66773486,0.6653949,1.0,2020-02-10
189,0.7575557,0.6966852,0.5760093,0.5653938,0.6328928,0.6248392,1.0,2020-03-12
190,0.74881816,0.6950641,0.5981331,0.62122154,0.6637137,0.65526426,1.0,2019-11-25
191,0.7367164,0.687283,0.5825443,0.5797645,0.6338153,0.63449454,1.0,2019-11-24
192,0.74330544,0.68625355,0.5808003,0.60741985,0.641202,0.63452697,0.9999999,2020-03-15
193,0.7753799,0.7307714,0.6440989,0.6479993,0.6799639,0.67205626,0.99999994,2020-03-14
194,0.74431443,0.70033026,0.59646225,0.6068274,0.65436935,0.65071464,1.0,2019-11-23
195,0.74177194,0.6804876,0.58347523,0.5894803,0.6322658,0.62747777,1.0,2020-02-15
