,political instability,geopolitical factors,currency fluctuations,investment demand,supply and demand,industrial demand,natural disasters,date
0,0.315953224424271,0.3514567298639936,0.20526986462012642,0.2480730238365932,0.2724549931417615,0.2868127209253287,0.37702565156714046,2019-11-24
1,0.42595440473528345,0.5452102017893729,0.21840614067531522,0.22280064186787113,0.23968024078448794,0.2544808504968349,0.5466352464897491,2020-03-15
2,0.10023378511305862,0.05336147026058473,0.30952688641896897,0.3477171940564508,0.31853619655740206,0.2934811178471086,0.01406711289279423,2020-03-14
3,0.2716897042308083,0.2979910473351437,0.24230479667893604,0.2753346748916865,0.2922423279720573,0.2987883912063779,0.27926755598997005,2019-11-23
4,0.2671698963746058,0.28782801567980004,0.2575114361045696,0.2923013572693292,0.3120234124919118,0.29879213108932573,0.25267629595305513,2020-02-15
5,0.34291263349453316,0.27597001378960395,0.2636948931091939,0.274716324914819,0.24185786621295244,0.2264376861845849,0.2820984007253841,2020-03-13
6,,,,,,,,2020-02-21
7,,,,,,,,2020-01-19
8,0.3387874821144728,0.3558899416472189,0.2457269850519769,0.27007739578674916,0.25598790831538726,0.2644534017894594,0.36717571589285136,2020-02-10
9,,,,,,,,2019-11-26
10,0.44528727199841817,0.4194862074354872,0.19576250805806003,0.20941803337645526,0.23271967723580153,0.25283950280257006,0.3836323138463051,2020-03-12
11,0.2518930589609086,0.2753701780497084,0.2140656844502374,0.2914874006360919,0.2626711424222454,0.32124541808814944,0.276284962667423,2019-11-25
12,0.49229640279562387,0.49111812726089815,0.1837236032587174,0.16403190351531888,0.1983168962186561,0.2294193321765343,0.43819256516560595,2019-11-24
13,0.313027626858135,0.34568579662338794,0.21841936060336345,0.18084487956376566,0.22112892061109926,0.2509328909941013,0.5294704781220068,2020-03-15
14,0.2642274836075104,0.31600132753778387,0.38900106858162775,0.3182156256350919,0.30907811193445606,0.28941402242128467,0.3148293291395364,2020-03-14
15,0.44282792179280706,0.42310842429785883,0.18228495132501332,0.18610216011925468,0.20966600660533943,0.23218362258521447,0.37973026171267366,2019-11-23
16,0.3246649492689924,0.21396526253285972,0.2617038992110465,0.263747918030289,0.2685352433719668,0.24611606292284782,0.29116563699465586,2020-02-15
17,0.1334155891135432,0.092697214945031,0.3916385617175115,0.3280988460895258,0.29044247838481,0.27424348079058675,0.12630513372640442,2020-03-13
18,0.4234328658465999,0.5662230110605955,0.2284586685917464,0.185680398495055,0.20469056387435314,0.22796494613267707,0.4204269492332654,2020-02-21
19,,,,,,,,2020-01-19
20,0.17073583253899627,0.17501632953654112,0.3429128349341258,0.37891887890215575,0.2993573286887941,0.27376712760450733,0.14204486213014272,2020-02-10
21,0.322157605501389,0.31581097607311104,0.24592746783227365,0.24514244049991266,0.2659581905830474,0.2645342017824684,0.3537144003983193,2019-11-26
22,0.4915833857384417,0.49242034393653994,0.15720712120551197,0.1681291877500211,0.1915728692780815,0.22393404097931488,0.3877930849705778,2020-03-12
23,0.10158425787028139,0.018510627809705416,0.2974623051460108,0.3052249173285943,0.31824260688903666,0.2947819057516129,0.008345957910792028,2019-11-25
24,0.529465653481435,0.5686306143984817,0.12985796020955082,0.10803472578836876,0.15955131084047655,0.18084723508163,0.5421691353414894,2019-11-24
25,0.32227738630672126,0.3108333323285796,0.21193789448244837,0.20193208616537459,0.25910497997997395,0.2815558572712374,0.4035035940276044,2020-03-15
26,0.37862235663680494,0.4124494194027934,0.20809484441163625,0.18416258991593848,0.20728652401496298,0.21970858250412648,0.47793151609187423,2020-03-14
27,0.24714368216678673,0.23593168177189325,0.27414789311361737,0.2698669898728738,0.3087083134937223,0.3087797189043203,0.2326591873426335,2019-11-23
28,0.2609035521670693,0.2990780267676769,0.2555084020277734,0.24949915042784093,0.30784674013801944,0.32094923020922794,0.2872343593768037,2020-02-15
29,0.27430081902020637,0.31313456937553974,0.24449682816051155,0.24410744185913374,0.2693504214437045,0.2719872224558102,0.38173747556066034,2020-03-13
30,0.24089104842762163,0.24427099345132344,0.4217035020308195,0.3301006159767542,0.30460891627767944,0.2813349736488224,0.23609579187720867,2020-02-21
31,0.26896445211830633,0.3148436437088455,0.22198464330449538,0.270986824094994,0.27326841882497754,0.29061412041711215,0.3546474521330437,2020-01-19
32,0.27410282628572974,0.29662348398111443,0.20470671663387913,0.26022490656557423,0.2736871302755184,0.28583244867144214,0.277338833456542,2020-02-10
33,,,,,,,,2019-11-26
34,-4.196479476439464,-4.133512516047143,-4.015579227269605,-3.7719938315203843,-3.9259062199353307,-4.005729901690632,-4.1370458777359245,2020-03-12
35,,,,,,,,2019-11-25
36,0.38806854157925336,0.3777976694349345,0.14443665066297373,0.14838277795912572,0.15547344096046384,0.16640123230032225,0.39652076446036666,2019-11-24
37,0.2746839752431798,0.1800167787428477,0.28890628161987775,0.30614095080866627,0.24495918441982487,0.22638221036024225,0.27002766070004475,2020-03-15
38,0.44290320404736283,0.4479360665718489,0.17878195634487107,0.19787771676414578,0.20325980176930525,0.2383438965127544,0.3766056370704657,2020-03-14
